Statistic,Date2,County,UNIT,VALUE,Date
Staying Local Indicator,2020 December 26,Roscommon,%,43.7,26/12/2020
Staying Local Indicator,2020 December 26,Dublin,%,64.4,26/12/2020
Staying Local Indicator,2020 December 26,Kildare,%,48.4,26/12/2020
Staying Local Indicator,2020 December 26,Meath,%,51,26/12/2020
Staying Local Indicator,2020 December 26,Wicklow,%,53.6,26/12/2020
Staying Local Indicator,2020 December 26,Clare,%,47.2,26/12/2020
Staying Local Indicator,2020 December 26,Carlow,%,44.9,26/12/2020
Staying Local Indicator,2020 December 26,Kilkenny,%,49.1,26/12/2020
Staying Local Indicator,2020 December 26,Tipperary,%,44.9,26/12/2020
Staying Local Indicator,2020 December 26,Wexford,%,50.2,26/12/2020
Staying Local Indicator,2020 December 26,Kerry,%,49.1,26/12/2020
Staying Local Indicator,2020 December 26,Cork,%,52,26/12/2020
Staying Local Indicator,2020 December 26,Galway,%,45.8,26/12/2020
Staying Local Indicator,2020 December 26,Limerick,%,50.1,26/12/2020
Staying Local Indicator,2020 December 26,Waterford,%,53.1,26/12/2020
Staying Local Indicator,2020 December 27,State,%,54.1,27/12/2020
Staying Local Indicator,2020 December 27,Cavan,%,48.5,27/12/2020
Staying Local Indicator,2020 December 27,Donegal,%,47.8,27/12/2020
Staying Local Indicator,2020 December 27,Leitrim,%,46,27/12/2020
Staying Local Indicator,2020 December 27,Louth,%,58.5,27/12/2020
Staying Local Indicator,2020 December 27,Monaghan,%,50.9,27/12/2020
Staying Local Indicator,2020 December 27,Sligo,%,46,27/12/2020
Staying Local Indicator,2020 December 27,Laois,%,48.3,27/12/2020
Staying Local Indicator,2020 December 27,Longford,%,48.8,27/12/2020
Staying Local Indicator,2020 December 27,Offaly,%,49.9,27/12/2020
Staying Local Indicator,2020 December 27,Westmeath,%,52.4,27/12/2020
Staying Local Indicator,2020 December 27,Mayo,%,44.6,27/12/2020
Staying Local Indicator,2020 December 27,Roscommon,%,44.6,27/12/2020
Staying Local Indicator,2020 December 27,Dublin,%,64.4,27/12/2020
Staying Local Indicator,2020 December 27,Kildare,%,49.3,27/12/2020
Staying Local Indicator,2020 December 27,Meath,%,52.2,27/12/2020
Staying Local Indicator,2020 December 27,Wicklow,%,54.8,27/12/2020
Staying Local Indicator,2020 December 27,Clare,%,48.2,27/12/2020
Staying Local Indicator,2020 December 27,Carlow,%,45.8,27/12/2020
Staying Local Indicator,2020 December 27,Kilkenny,%,50.1,27/12/2020
Staying Local Indicator,2020 December 27,Tipperary,%,46,27/12/2020
Staying Local Indicator,2020 December 27,Wexford,%,51.1,27/12/2020
Staying Local Indicator,2020 December 27,Kerry,%,49.8,27/12/2020
Staying Local Indicator,2020 December 27,Cork,%,52.6,27/12/2020
Staying Local Indicator,2020 December 27,Galway,%,46,27/12/2020
Staying Local Indicator,2020 December 27,Limerick,%,50.7,27/12/2020
Staying Local Indicator,2020 December 27,Waterford,%,53.7,27/12/2020
Staying Local Indicator,2020 December 28,State,%,55,28/12/2020
Staying Local Indicator,2020 December 28,Cavan,%,50.2,28/12/2020
Staying Local Indicator,2020 December 28,Donegal,%,49.3,28/12/2020
Staying Local Indicator,2020 December 28,Leitrim,%,47.5,28/12/2020
Staying Local Indicator,2020 December 28,Louth,%,59.8,28/12/2020
Staying Local Indicator,2020 December 28,Monaghan,%,52.7,28/12/2020
Staying Local Indicator,2020 December 28,Sligo,%,47.1,28/12/2020
Staying Local Indicator,2020 December 28,Laois,%,49.8,28/12/2020
Staying Local Indicator,2020 December 28,Longford,%,50.2,28/12/2020
Staying Local Indicator,2020 December 28,Offaly,%,51.4,28/12/2020
Staying Local Indicator,2020 December 28,Westmeath,%,53.8,28/12/2020
Staying Local Indicator,2020 December 28,Mayo,%,45.7,28/12/2020
Staying Local Indicator,2020 December 28,Roscommon,%,46.1,28/12/2020
Staying Local Indicator,2020 December 28,Dublin,%,64.6,28/12/2020
Staying Local Indicator,2020 December 28,Kildare,%,50.8,28/12/2020
Staying Local Indicator,2020 December 28,Meath,%,54,28/12/2020
Staying Local Indicator,2020 December 28,Wicklow,%,56.6,28/12/2020
Staying Local Indicator,2020 December 28,Clare,%,49.2,28/12/2020
Staying Local Indicator,2020 December 28,Carlow,%,47.1,28/12/2020
Staying Local Indicator,2020 December 28,Kilkenny,%,51.5,28/12/2020
Staying Local Indicator,2020 December 28,Tipperary,%,47.4,28/12/2020
Staying Local Indicator,2020 December 28,Wexford,%,52.4,28/12/2020
Staying Local Indicator,2020 December 28,Kerry,%,50.5,28/12/2020
Staying Local Indicator,2020 December 28,Cork,%,53.3,28/12/2020
Staying Local Indicator,2020 December 28,Galway,%,46.6,28/12/2020
Staying Local Indicator,2020 December 28,Limerick,%,51.3,28/12/2020
Staying Local Indicator,2020 December 28,Waterford,%,54.5,28/12/2020
Staying Local Indicator,2020 December 29,State,%,55.8,29/12/2020
Staying Local Indicator,2020 December 29,Cavan,%,51.9,29/12/2020
Staying Local Indicator,2020 December 29,Donegal,%,50.6,29/12/2020
Staying Local Indicator,2020 December 29,Leitrim,%,48.9,29/12/2020
Staying Local Indicator,2020 December 29,Louth,%,60.8,29/12/2020
Staying Local Indicator,2020 December 29,Monaghan,%,54.5,29/12/2020
Staying Local Indicator,2020 December 29,Sligo,%,48.1,29/12/2020
Staying Local Indicator,2020 December 29,Laois,%,51,29/12/2020
Staying Local Indicator,2020 December 29,Longford,%,51.5,29/12/2020
Staying Local Indicator,2020 December 29,Offaly,%,52.8,29/12/2020
Staying Local Indicator,2020 December 29,Westmeath,%,54.9,29/12/2020
Staying Local Indicator,2020 December 29,Mayo,%,46.5,29/12/2020
Staying Local Indicator,2020 December 29,Roscommon,%,47.4,29/12/2020
Staying Local Indicator,2020 December 29,Dublin,%,64.8,29/12/2020
Staying Local Indicator,2020 December 29,Kildare,%,52,29/12/2020
Staying Local Indicator,2020 December 29,Meath,%,55.3,29/12/2020
Staying Local Indicator,2020 December 29,Wicklow,%,58,29/12/2020
Staying Local Indicator,2020 December 29,Clare,%,50.1,29/12/2020
Staying Local Indicator,2020 December 29,Carlow,%,48,29/12/2020
Staying Local Indicator,2020 December 29,Kilkenny,%,52.5,29/12/2020
Staying Local Indicator,2020 December 29,Tipperary,%,48.6,29/12/2020
Staying Local Indicator,2020 December 29,Wexford,%,53.7,29/12/2020
Staying Local Indicator,2020 December 29,Kerry,%,51.3,29/12/2020
Staying Local Indicator,2020 December 29,Cork,%,53.9,29/12/2020
Staying Local Indicator,2020 December 29,Galway,%,47.1,29/12/2020
Staying Local Indicator,2020 December 29,Limerick,%,52,29/12/2020
Staying Local Indicator,2020 December 29,Waterford,%,55.1,29/12/2020
Staying Local Indicator,2020 December 30,State,%,56.5,30/12/2020
Staying Local Indicator,2020 December 30,Cavan,%,53.4,30/12/2020
Staying Local Indicator,2020 December 30,Donegal,%,51.8,30/12/2020
Staying Local Indicator,2020 December 30,Leitrim,%,50.2,30/12/2020
Staying Local Indicator,2020 December 30,Louth,%,61.8,30/12/2020
Staying Local Indicator,2020 December 30,Monaghan,%,55.8,30/12/2020
Staying Local Indicator,2020 December 30,Sligo,%,49,30/12/2020
Staying Local Indicator,2020 December 30,Laois,%,52.1,30/12/2020
Staying Local Indicator,2020 December 30,Longford,%,52.7,30/12/2020
Staying Local Indicator,2020 December 30,Offaly,%,54.1,30/12/2020
Staying Local Indicator,2020 December 30,Westmeath,%,56,30/12/2020
Staying Local Indicator,2020 December 30,Mayo,%,47.3,30/12/2020
Staying Local Indicator,2020 December 30,Roscommon,%,48.4,30/12/2020
Staying Local Indicator,2020 December 30,Dublin,%,65,30/12/2020
Staying Local Indicator,2020 December 30,Kildare,%,53.1,30/12/2020
Staying Local Indicator,2020 December 30,Meath,%,56.6,30/12/2020
Staying Local Indicator,2020 December 30,Wicklow,%,58.9,30/12/2020
Staying Local Indicator,2020 December 30,Clare,%,50.8,30/12/2020
Staying Local Indicator,2020 December 30,Carlow,%,48.8,30/12/2020
Staying Local Indicator,2020 December 30,Kilkenny,%,53.4,30/12/2020
Staying Local Indicator,2020 December 30,Tipperary,%,49.5,30/12/2020
Staying Local Indicator,2020 December 30,Wexford,%,54.5,30/12/2020
Staying Local Indicator,2020 December 30,Kerry,%,51.7,30/12/2020
Staying Local Indicator,2020 December 30,Cork,%,54.5,30/12/2020
Staying Local Indicator,2020 December 30,Galway,%,47.8,30/12/2020
Staying Local Indicator,2020 December 30,Limerick,%,52.7,30/12/2020
Staying Local Indicator,2020 December 30,Waterford,%,55.7,30/12/2020
Staying Local Indicator,2020 December 31,State,%,57.4,31/12/2020
Staying Local Indicator,2020 December 31,Cavan,%,54.7,31/12/2020
Staying Local Indicator,2020 December 31,Donegal,%,52.9,31/12/2020
Staying Local Indicator,2020 December 31,Leitrim,%,51.3,31/12/2020
Staying Local Indicator,2020 December 31,Louth,%,62.9,31/12/2020
Staying Local Indicator,2020 December 31,Monaghan,%,57.1,31/12/2020
Staying Local Indicator,2020 December 31,Sligo,%,49.8,31/12/2020
Staying Local Indicator,2020 December 31,Laois,%,52.9,31/12/2020
Staying Local Indicator,2020 December 31,Longford,%,53.6,31/12/2020
Staying Local Indicator,2020 December 31,Offaly,%,55.2,31/12/2020
Staying Local Indicator,2020 December 31,Westmeath,%,56.9,31/12/2020
Staying Local Indicator,2020 December 31,Mayo,%,48.2,31/12/2020
Staying Local Indicator,2020 December 31,Roscommon,%,49.3,31/12/2020
Staying Local Indicator,2020 December 31,Dublin,%,66,31/12/2020
Staying Local Indicator,2020 December 31,Kildare,%,54.3,31/12/2020
Staying Local Indicator,2020 December 31,Meath,%,58,31/12/2020
Staying Local Indicator,2020 December 31,Wicklow,%,60,31/12/2020
Staying Local Indicator,2020 December 31,Clare,%,51.5,31/12/2020
Staying Local Indicator,2020 December 31,Carlow,%,49.8,31/12/2020
Staying Local Indicator,2020 December 31,Kilkenny,%,54.5,31/12/2020
Staying Local Indicator,2020 December 31,Tipperary,%,50.3,31/12/2020
Staying Local Indicator,2020 December 31,Wexford,%,55.4,31/12/2020
Staying Local Indicator,2020 December 31,Kerry,%,52.3,31/12/2020
Staying Local Indicator,2020 December 31,Cork,%,55.4,31/12/2020
Staying Local Indicator,2020 December 31,Galway,%,48.7,31/12/2020
Staying Local Indicator,2020 December 31,Limerick,%,53.5,31/12/2020
Staying Local Indicator,2020 December 31,Waterford,%,56.6,31/12/2020
Staying Local Indicator,2021 January 01,State,%,59.5,01/01/2021
Staying Local Indicator,2021 January 01,Cavan,%,56.4,01/01/2021
Staying Local Indicator,2021 January 01,Donegal,%,54.1,01/01/2021
Staying Local Indicator,2021 January 01,Leitrim,%,52.7,01/01/2021
Staying Local Indicator,2021 January 01,Louth,%,64.3,01/01/2021
Staying Local Indicator,2021 January 01,Monaghan,%,58.5,01/01/2021
Staying Local Indicator,2021 January 01,Sligo,%,51.7,01/01/2021
Staying Local Indicator,2021 January 01,Laois,%,54.5,01/01/2021
Staying Local Indicator,2021 January 01,Longford,%,55,01/01/2021
Staying Local Indicator,2021 January 01,Offaly,%,56.5,01/01/2021
Staying Local Indicator,2021 January 01,Westmeath,%,58.9,01/01/2021
Staying Local Indicator,2021 January 01,Mayo,%,49.8,01/01/2021
Staying Local Indicator,2021 January 01,Roscommon,%,50.6,01/01/2021
Staying Local Indicator,2021 January 01,Dublin,%,68.6,01/01/2021
Staying Local Indicator,2021 January 01,Kildare,%,56.8,01/01/2021
Staying Local Indicator,2021 January 01,Meath,%,60.1,01/01/2021
Staying Local Indicator,2021 January 01,Wicklow,%,61.9,01/01/2021
Staying Local Indicator,2021 January 01,Clare,%,52.9,01/01/2021
Staying Local Indicator,2021 January 01,Carlow,%,51.9,01/01/2021
Staying Local Indicator,2021 January 01,Kilkenny,%,56.2,01/01/2021
Staying Local Indicator,2021 January 01,Tipperary,%,51.5,01/01/2021
Staying Local Indicator,2021 January 01,Wexford,%,57,01/01/2021
Staying Local Indicator,2021 January 01,Kerry,%,53.9,01/01/2021
Staying Local Indicator,2021 January 01,Cork,%,57.5,01/01/2021
Staying Local Indicator,2021 January 01,Galway,%,51,01/01/2021
Staying Local Indicator,2021 January 01,Limerick,%,56,01/01/2021
Staying Local Indicator,2021 January 01,Waterford,%,58.4,01/01/2021
Staying Local Indicator,2021 January 02,State,%,61.8,02/01/2021
Staying Local Indicator,2021 January 02,Cavan,%,57.9,02/01/2021
Staying Local Indicator,2021 January 02,Donegal,%,55.2,02/01/2021
Staying Local Indicator,2021 January 02,Leitrim,%,54.2,02/01/2021
Staying Local Indicator,2021 January 02,Louth,%,65.9,02/01/2021
Staying Local Indicator,2021 January 02,Monaghan,%,59.9,02/01/2021
Staying Local Indicator,2021 January 02,Sligo,%,53.6,02/01/2021
Staying Local Indicator,2021 January 02,Laois,%,56.2,02/01/2021
Staying Local Indicator,2021 January 02,Longford,%,56.5,02/01/2021
Staying Local Indicator,2021 January 02,Offaly,%,58,02/01/2021
Staying Local Indicator,2021 January 02,Westmeath,%,61,02/01/2021
Staying Local Indicator,2021 January 02,Mayo,%,51.2,02/01/2021
Staying Local Indicator,2021 January 02,Roscommon,%,52,02/01/2021
Staying Local Indicator,2021 January 02,Dublin,%,71.6,02/01/2021
Staying Local Indicator,2021 January 02,Kildare,%,59.8,02/01/2021
Staying Local Indicator,2021 January 02,Meath,%,62.3,02/01/2021
Staying Local Indicator,2021 January 02,Wicklow,%,64.1,02/01/2021
Staying Local Indicator,2021 January 02,Clare,%,54.7,02/01/2021
Staying Local Indicator,2021 January 02,Carlow,%,54.3,02/01/2021
Staying Local Indicator,2021 January 02,Kilkenny,%,58.3,02/01/2021
Staying Local Indicator,2021 January 02,Tipperary,%,53.1,02/01/2021
Staying Local Indicator,2021 January 02,Wexford,%,58.8,02/01/2021
Staying Local Indicator,2021 January 02,Kerry,%,56,02/01/2021
Staying Local Indicator,2021 January 02,Cork,%,59.8,02/01/2021
Staying Local Indicator,2021 January 02,Galway,%,53.7,02/01/2021
Staying Local Indicator,2021 January 02,Limerick,%,58.6,02/01/2021
Staying Local Indicator,2021 January 02,Waterford,%,60.6,02/01/2021
Staying Local Indicator,2021 January 03,State,%,63.7,03/01/2021
Staying Local Indicator,2021 January 03,Cavan,%,59.1,03/01/2021
Staying Local Indicator,2021 January 03,Donegal,%,56,03/01/2021
Staying Local Indicator,2021 January 03,Leitrim,%,55.3,03/01/2021
Staying Local Indicator,2021 January 03,Louth,%,67.3,03/01/2021
Staying Local Indicator,2021 January 03,Monaghan,%,61.2,03/01/2021
Staying Local Indicator,2021 January 03,Sligo,%,54.8,03/01/2021
Staying Local Indicator,2021 January 03,Laois,%,57.6,03/01/2021
Staying Local Indicator,2021 January 03,Longford,%,57.6,03/01/2021
Staying Local Indicator,2021 January 03,Offaly,%,59.5,03/01/2021
Staying Local Indicator,2021 January 03,Westmeath,%,62.8,03/01/2021
Staying Local Indicator,2021 January 03,Mayo,%,52.3,03/01/2021
Staying Local Indicator,2021 January 03,Roscommon,%,53,03/01/2021
Staying Local Indicator,2021 January 03,Dublin,%,74.2,03/01/2021
Staying Local Indicator,2021 January 03,Kildare,%,62.1,03/01/2021
Staying Local Indicator,2021 January 03,Meath,%,64.2,03/01/2021
Staying Local Indicator,2021 January 03,Wicklow,%,66,03/01/2021
Staying Local Indicator,2021 January 03,Clare,%,55.8,03/01/2021
Staying Local Indicator,2021 January 03,Carlow,%,55.7,03/01/2021
Staying Local Indicator,2021 January 03,Kilkenny,%,59.7,03/01/2021
Staying Local Indicator,2021 January 03,Tipperary,%,54.1,03/01/2021
Staying Local Indicator,2021 January 03,Wexford,%,60.4,03/01/2021
Staying Local Indicator,2021 January 03,Kerry,%,57.1,03/01/2021
Staying Local Indicator,2021 January 03,Cork,%,61.7,03/01/2021
Staying Local Indicator,2021 January 03,Galway,%,55.8,03/01/2021
Staying Local Indicator,2021 January 03,Limerick,%,60.5,03/01/2021
Staying Local Indicator,2021 January 03,Waterford,%,62.1,03/01/2021
Staying Local Indicator,2021 January 04,State,%,65,04/01/2021
Staying Local Indicator,2021 January 04,Cavan,%,59.4,04/01/2021
Staying Local Indicator,2021 January 04,Donegal,%,56.3,04/01/2021
Staying Local Indicator,2021 January 04,Leitrim,%,55.8,04/01/2021
Staying Local Indicator,2021 January 04,Louth,%,67.9,04/01/2021
Staying Local Indicator,2021 January 04,Monaghan,%,61.6,04/01/2021
Staying Local Indicator,2021 January 04,Sligo,%,55.7,04/01/2021
Staying Local Indicator,2021 January 04,Laois,%,58.3,04/01/2021
Staying Local Indicator,2021 January 04,Longford,%,58.3,04/01/2021
Staying Local Indicator,2021 January 04,Offaly,%,59.9,04/01/2021
Staying Local Indicator,2021 January 04,Westmeath,%,63.6,04/01/2021
Staying Local Indicator,2021 January 04,Mayo,%,52.9,04/01/2021
Staying Local Indicator,2021 January 04,Roscommon,%,53.3,04/01/2021
Staying Local Indicator,2021 January 04,Dublin,%,76.1,04/01/2021
Staying Local Indicator,2021 January 04,Kildare,%,63.5,04/01/2021
Staying Local Indicator,2021 January 04,Meath,%,65,04/01/2021
Staying Local Indicator,2021 January 04,Wicklow,%,66.9,04/01/2021
Staying Local Indicator,2021 January 04,Clare,%,56.8,04/01/2021
Staying Local Indicator,2021 January 04,Carlow,%,56.5,04/01/2021
Staying Local Indicator,2021 January 04,Kilkenny,%,60.5,04/01/2021
Staying Local Indicator,2021 January 04,Tipperary,%,54.6,04/01/2021
Staying Local Indicator,2021 January 04,Wexford,%,61.1,04/01/2021
Staying Local Indicator,2021 January 04,Kerry,%,58,04/01/2021
Staying Local Indicator,2021 January 04,Cork,%,63.1,04/01/2021
Staying Local Indicator,2021 January 04,Galway,%,57.5,04/01/2021
Staying Local Indicator,2021 January 04,Limerick,%,62,04/01/2021
Staying Local Indicator,2021 January 04,Waterford,%,63.4,04/01/2021
Staying Local Indicator,2021 January 05,State,%,66.4,05/01/2021
Staying Local Indicator,2021 January 05,Cavan,%,60,05/01/2021
Staying Local Indicator,2021 January 05,Donegal,%,57,05/01/2021
Staying Local Indicator,2021 January 05,Leitrim,%,56.5,05/01/2021
Staying Local Indicator,2021 January 05,Louth,%,68.9,05/01/2021
Staying Local Indicator,2021 January 05,Monaghan,%,62.4,05/01/2021
Staying Local Indicator,2021 January 05,Sligo,%,56.8,05/01/2021
Staying Local Indicator,2021 January 05,Laois,%,59.4,05/01/2021
Staying Local Indicator,2021 January 05,Longford,%,58.9,05/01/2021
Staying Local Indicator,2021 January 05,Offaly,%,60.7,05/01/2021
Staying Local Indicator,2021 January 05,Westmeath,%,64.6,05/01/2021
Staying Local Indicator,2021 January 05,Mayo,%,53.7,05/01/2021
Staying Local Indicator,2021 January 05,Roscommon,%,54,05/01/2021
Staying Local Indicator,2021 January 05,Dublin,%,78.2,05/01/2021
Staying Local Indicator,2021 January 05,Kildare,%,65.2,05/01/2021
Staying Local Indicator,2021 January 05,Meath,%,66.3,05/01/2021
Staying Local Indicator,2021 January 05,Wicklow,%,68,05/01/2021
Staying Local Indicator,2021 January 05,Clare,%,57.9,05/01/2021
Staying Local Indicator,2021 January 05,Carlow,%,57.5,05/01/2021
Staying Local Indicator,2021 January 05,Kilkenny,%,61.7,05/01/2021
Staying Local Indicator,2021 January 05,Tipperary,%,55.4,05/01/2021
Staying Local Indicator,2021 January 05,Wexford,%,62,05/01/2021
Staying Local Indicator,2021 January 05,Kerry,%,58.9,05/01/2021
