"Statistic","Week","Age Group","Sex","UNIT","VALUE"
"Totals (excluding overlaps)","2020W13","All ages","Female","Number","292120"
"Totals (excluding overlaps)","2020W14","Under 20 years","Both sexes","Number","34612"
"Totals (excluding overlaps)","2020W14","Under 20 years","Male","Number","17518"
"Totals (excluding overlaps)","2020W14","Under 20 years","Female","Number","17094"
"Totals (excluding overlaps)","2020W14","20 - 24 years","Both sexes","Number","117949"
"Totals (excluding overlaps)","2020W14","20 - 24 years","Male","Number","62729"
"Totals (excluding overlaps)","2020W14","20 - 24 years","Female","Number","55220"
"Totals (excluding overlaps)","2020W14","25 - 34 years","Both sexes","Number","199731"
"Totals (excluding overlaps)","2020W14","25 - 34 years","Male","Number","114984"
"Totals (excluding overlaps)","2020W14","25 - 34 years","Female","Number","84747"
"Totals (excluding overlaps)","2020W14","35 - 44 years","Both sexes","Number","213267"
"Totals (excluding overlaps)","2020W14","35 - 44 years","Male","Number","126549"
"Totals (excluding overlaps)","2020W14","35 - 44 years","Female","Number","86718"
"Totals (excluding overlaps)","2020W14","45 - 54 years","Both sexes","Number","170622"
"Totals (excluding overlaps)","2020W14","45 - 54 years","Male","Number","100827"
"Totals (excluding overlaps)","2020W14","45 - 54 years","Female","Number","69795"
"Totals (excluding overlaps)","2020W14","55 - 59 years","Both sexes","Number","66886"
"Totals (excluding overlaps)","2020W14","55 - 59 years","Male","Number","39450"
"Totals (excluding overlaps)","2020W14","55 - 59 years","Female","Number","27436"
"Totals (excluding overlaps)","2020W14","60 years and over","Both sexes","Number","67768"
"Totals (excluding overlaps)","2020W14","60 years and over","Male","Number","39901"
"Totals (excluding overlaps)","2020W14","60 years and over","Female","Number","27867"
"Totals (excluding overlaps)","2020W14","All ages","Both sexes","Number","870971"
"Totals (excluding overlaps)","2020W14","All ages","Male","Number","502003"
"Totals (excluding overlaps)","2020W14","All ages","Female","Number","368882"
"Totals (excluding overlaps)","2020W15","Under 20 years","Both sexes","Number","36215"
"Totals (excluding overlaps)","2020W15","Under 20 years","Male","Number","18435"
"Totals (excluding overlaps)","2020W15","Under 20 years","Female","Number","17780"
"Totals (excluding overlaps)","2020W15","20 - 24 years","Both sexes","Number","126060"
"Totals (excluding overlaps)","2020W15","20 - 24 years","Male","Number","67859"
"Totals (excluding overlaps)","2020W15","20 - 24 years","Female","Number","58201"
"Totals (excluding overlaps)","2020W15","25 - 34 years","Both sexes","Number","216199"
"Totals (excluding overlaps)","2020W15","25 - 34 years","Male","Number","126653"
"Totals (excluding overlaps)","2020W15","25 - 34 years","Female","Number","89546"
"Totals (excluding overlaps)","2020W15","35 - 44 years","Both sexes","Number","235839"
"Totals (excluding overlaps)","2020W15","35 - 44 years","Male","Number","142470"
"Totals (excluding overlaps)","2020W15","35 - 44 years","Female","Number","93369"
"Totals (excluding overlaps)","2020W15","45 - 54 years","Both sexes","Number","189309"
"Totals (excluding overlaps)","2020W15","45 - 54 years","Male","Number","113633"
"Totals (excluding overlaps)","2020W15","45 - 54 years","Female","Number","75676"
"Totals (excluding overlaps)","2020W15","55 - 59 years","Both sexes","Number","74045"
"Totals (excluding overlaps)","2020W15","55 - 59 years","Male","Number","44157"
"Totals (excluding overlaps)","2020W15","55 - 59 years","Female","Number","29888"
"Totals (excluding overlaps)","2020W15","60 years and over","Both sexes","Number","74247"
"Totals (excluding overlaps)","2020W15","60 years and over","Male","Number","44296"
"Totals (excluding overlaps)","2020W15","60 years and over","Female","Number","29951"
"Totals (excluding overlaps)","2020W15","All ages","Both sexes","Number","952044"
"Totals (excluding overlaps)","2020W15","All ages","Male","Number","557547"
"Totals (excluding overlaps)","2020W15","All ages","Female","Number","394418"
"Totals (excluding overlaps)","2020W16","Under 20 years","Both sexes","Number","37837"
"Totals (excluding overlaps)","2020W16","Under 20 years","Male","Number","19381"
"Totals (excluding overlaps)","2020W16","Under 20 years","Female","Number","18456"
"Totals (excluding overlaps)","2020W16","20 - 24 years","Both sexes","Number","131515"
"Totals (excluding overlaps)","2020W16","20 - 24 years","Male","Number","71093"
"Totals (excluding overlaps)","2020W16","20 - 24 years","Female","Number","60422"
"Totals (excluding overlaps)","2020W16","25 - 34 years","Both sexes","Number","226560"
"Totals (excluding overlaps)","2020W16","25 - 34 years","Male","Number","133216"
"Totals (excluding overlaps)","2020W16","25 - 34 years","Female","Number","93344"
"Totals (excluding overlaps)","2020W16","35 - 44 years","Both sexes","Number","246158"
"Totals (excluding overlaps)","2020W16","35 - 44 years","Male","Number","149322"
"Totals (excluding overlaps)","2020W16","35 - 44 years","Female","Number","96836"
"Totals (excluding overlaps)","2020W16","45 - 54 years","Both sexes","Number","197446"
"Totals (excluding overlaps)","2020W16","45 - 54 years","Male","Number","118714"
"Totals (excluding overlaps)","2020W16","45 - 54 years","Female","Number","78732"
"Totals (excluding overlaps)","2020W16","55 - 59 years","Both sexes","Number","77005"
"Totals (excluding overlaps)","2020W16","55 - 59 years","Male","Number","45868"
"Totals (excluding overlaps)","2020W16","55 - 59 years","Female","Number","31137"
"Totals (excluding overlaps)","2020W16","60 years and over","Both sexes","Number","77060"
"Totals (excluding overlaps)","2020W16","60 years and over","Male","Number","46035"
"Totals (excluding overlaps)","2020W16","60 years and over","Female","Number","31025"
"Totals (excluding overlaps)","2020W16","All ages","Both sexes","Number","993761"
"Totals (excluding overlaps)","2020W16","All ages","Male","Number","583675"
"Totals (excluding overlaps)","2020W16","All ages","Female","Number","409960"
"Totals (excluding overlaps)","2020W17","Under 20 years","Both sexes","Number","38078"
"Totals (excluding overlaps)","2020W17","Under 20 years","Male","Number","19500"
"Totals (excluding overlaps)","2020W17","Under 20 years","Female","Number","18578"
"Totals (excluding overlaps)","2020W17","20 - 24 years","Both sexes","Number","135084"
"Totals (excluding overlaps)","2020W17","20 - 24 years","Male","Number","72782"
"Totals (excluding overlaps)","2020W17","20 - 24 years","Female","Number","62302"
"Totals (excluding overlaps)","2020W17","25 - 34 years","Both sexes","Number","240981"
"Totals (excluding overlaps)","2020W17","25 - 34 years","Male","Number","140531"
"Totals (excluding overlaps)","2020W17","25 - 34 years","Female","Number","100450"
"Totals (excluding overlaps)","2020W17","35 - 44 years","Both sexes","Number","261776"
"Totals (excluding overlaps)","2020W17","35 - 44 years","Male","Number","157238"
"Totals (excluding overlaps)","2020W17","35 - 44 years","Female","Number","104538"
"Totals (excluding overlaps)","2020W17","45 - 54 years","Both sexes","Number","209111"
"Totals (excluding overlaps)","2020W17","45 - 54 years","Male","Number","124721"
"Totals (excluding overlaps)","2020W17","45 - 54 years","Female","Number","84390"
"Totals (excluding overlaps)","2020W17","55 - 59 years","Both sexes","Number","80958"
"Totals (excluding overlaps)","2020W17","55 - 59 years","Male","Number","48095"
"Totals (excluding overlaps)","2020W17","55 - 59 years","Female","Number","32863"
"Totals (excluding overlaps)","2020W17","60 years and over","Both sexes","Number","81497"
"Totals (excluding overlaps)","2020W17","60 years and over","Male","Number","48525"
"Totals (excluding overlaps)","2020W17","60 years and over","Female","Number","32972"
"Totals (excluding overlaps)","2020W17","All ages","Both sexes","Number","1047699"
"Totals (excluding overlaps)","2020W17","All ages","Male","Number","611456"
"Totals (excluding overlaps)","2020W17","All ages","Female","Number","436102"
"Totals (excluding overlaps)","2020W18","Under 20 years","Both sexes","Number","37963"
"Totals (excluding overlaps)","2020W18","Under 20 years","Male","Number","19517"
"Totals (excluding overlaps)","2020W18","Under 20 years","Female","Number","18446"
"Totals (excluding overlaps)","2020W18","20 - 24 years","Both sexes","Number","139638"
"Totals (excluding overlaps)","2020W18","20 - 24 years","Male","Number","75057"
"Totals (excluding overlaps)","2020W18","20 - 24 years","Female","Number","64581"
"Totals (excluding overlaps)","2020W18","25 - 34 years","Both sexes","Number","249470"
"Totals (excluding overlaps)","2020W18","25 - 34 years","Male","Number","145033"
"Totals (excluding overlaps)","2020W18","25 - 34 years","Female","Number","104437"
"Totals (excluding overlaps)","2020W18","35 - 44 years","Both sexes","Number","269994"
"Totals (excluding overlaps)","2020W18","35 - 44 years","Male","Number","162674"
"Totals (excluding overlaps)","2020W18","35 - 44 years","Female","Number","107320"
"Totals (excluding overlaps)","2020W18","45 - 54 years","Both sexes","Number","216682"
"Totals (excluding overlaps)","2020W18","45 - 54 years","Male","Number","129902"
"Totals (excluding overlaps)","2020W18","45 - 54 years","Female","Number","86780"
"Totals (excluding overlaps)","2020W18","55 - 59 years","Both sexes","Number","84061"
"Totals (excluding overlaps)","2020W18","55 - 59 years","Male","Number","50051"
"Totals (excluding overlaps)","2020W18","55 - 59 years","Female","Number","34010"
"Totals (excluding overlaps)","2020W18","60 years and over","Both sexes","Number","86048"
"Totals (excluding overlaps)","2020W18","60 years and over","Male","Number","51502"
"Totals (excluding overlaps)","2020W18","60 years and over","Female","Number","34546"
"Totals (excluding overlaps)","2020W18","All ages","Both sexes","Number","1084111"
"Totals (excluding overlaps)","2020W18","All ages","Male","Number","633805"
"Totals (excluding overlaps)","2020W18","All ages","Female","Number","450130"
"Totals (excluding overlaps)","2020W19","Under 20 years","Both sexes","Number","36826"
"Totals (excluding overlaps)","2020W19","Under 20 years","Male","Number","18937"
"Totals (excluding overlaps)","2020W19","Under 20 years","Female","Number","17889"
"Totals (excluding overlaps)","2020W19","20 - 24 years","Both sexes","Number","132304"
"Totals (excluding overlaps)","2020W19","20 - 24 years","Male","Number","71576"
"Totals (excluding overlaps)","2020W19","20 - 24 years","Female","Number","60728"
"Totals (excluding overlaps)","2020W19","25 - 34 years","Both sexes","Number","227886"
"Totals (excluding overlaps)","2020W19","25 - 34 years","Male","Number","133370"
"Totals (excluding overlaps)","2020W19","25 - 34 years","Female","Number","94516"
"Totals (excluding overlaps)","2020W19","35 - 44 years","Both sexes","Number","248366"
"Totals (excluding overlaps)","2020W19","35 - 44 years","Male","Number","149793"
"Totals (excluding overlaps)","2020W19","35 - 44 years","Female","Number","98573"
"Totals (excluding overlaps)","2020W19","45 - 54 years","Both sexes","Number","200728"
"Totals (excluding overlaps)","2020W19","45 - 54 years","Male","Number","120161"
"Totals (excluding overlaps)","2020W19","45 - 54 years","Female","Number","80567"
"Totals (excluding overlaps)","2020W19","55 - 59 years","Both sexes","Number","78853"
"Totals (excluding overlaps)","2020W19","55 - 59 years","Male","Number","47086"
"Totals (excluding overlaps)","2020W19","55 - 59 years","Female","Number","31767"
"Totals (excluding overlaps)","2020W19","60 years and over","Both sexes","Number","79970"
"Totals (excluding overlaps)","2020W19","60 years and over","Male","Number","47886"
"Totals (excluding overlaps)","2020W19","60 years and over","Female","Number","32084"
"Totals (excluding overlaps)","2020W19","All ages","Both sexes","Number","1005121"
"Totals (excluding overlaps)","2020W19","All ages","Male","Number","588859"
"Totals (excluding overlaps)","2020W19","All ages","Female","Number","416131"
"Totals (excluding overlaps)","2020W20","Under 20 years","Both sexes","Number","37509"
"Totals (excluding overlaps)","2020W20","Under 20 years","Male","Number","19255"
"Totals (excluding overlaps)","2020W20","Under 20 years","Female","Number","18254"
"Totals (excluding overlaps)","2020W20","20 - 24 years","Both sexes","Number","132695"
"Totals (excluding overlaps)","2020W20","20 - 24 years","Male","Number","71777"
"Totals (excluding overlaps)","2020W20","20 - 24 years","Female","Number","60918"
"Totals (excluding overlaps)","2020W20","25 - 34 years","Both sexes","Number","227381"
"Totals (excluding overlaps)","2020W20","25 - 34 years","Male","Number","133013"
"Totals (excluding overlaps)","2020W20","25 - 34 years","Female","Number","94368"
"Totals (excluding overlaps)","2020W20","35 - 44 years","Both sexes","Number","246482"
"Totals (excluding overlaps)","2020W20","35 - 44 years","Male","Number","148587"
"Totals (excluding overlaps)","2020W20","35 - 44 years","Female","Number","97895"
"Totals (excluding overlaps)","2020W20","45 - 54 years","Both sexes","Number","198098"
"Totals (excluding overlaps)","2020W20","45 - 54 years","Male","Number","118409"
"Totals (excluding overlaps)","2020W20","45 - 54 years","Female","Number","79689"
"Totals (excluding overlaps)","2020W20","55 - 59 years","Both sexes","Number","77639"
"Totals (excluding overlaps)","2020W20","55 - 59 years","Male","Number","46204"
"Totals (excluding overlaps)","2020W20","55 - 59 years","Female","Number","31435"
"Totals (excluding overlaps)","2020W20","60 years and over","Both sexes","Number","79303"
"Totals (excluding overlaps)","2020W20","60 years and over","Male","Number","47270"
"Totals (excluding overlaps)","2020W20","60 years and over","Female","Number","32033"
"Totals (excluding overlaps)","2020W20","All ages","Both sexes","Number","999281"
"Totals (excluding overlaps)","2020W20","All ages","Male","Number","584565"
"Totals (excluding overlaps)","2020W20","All ages","Female","Number","414599"
"Totals (excluding overlaps)","2020W21","Under 20 years","Both sexes","Number","37318"
"Totals (excluding overlaps)","2020W21","Under 20 years","Male","Number","19056"
"Totals (excluding overlaps)","2020W21","Under 20 years","Female","Number","18262"
